date,slug,techTierSlug,c,perc
2024-07-15,dragonfly,starforge,353,0.34506353861192574
2024-07-15,falcon,starforge,329,0.32160312805474095
2024-07-15,gunbot,core,85,0.08308895405669599
2024-07-15,heavyballista,advancedfoundry,353,0.34506353861192574
2024-07-15,heavyhunter,foundry,171,0.16715542521994134
2024-07-15,heavyturret,starforge,20,0.019550342130987292
2024-07-15,hornet,core,140,0.13685239491691104
2024-07-15,hunter,core,1,0.0009775171065493646
2024-07-15,katbus,advancedstarforge,280,0.27370478983382207
2024-07-15,kingcrab,foundry,387,0.3782991202346041
2024-07-15,kraken,advancedstarforge,48,0.0469208211143695
2024-07-15,locust,advancedstarforge,127,0.1241446725317693
2024-07-15,mammoth,starforge,347,0.3391984359726295
2024-07-15,missilebot,core,77,0.07526881720430108
2024-07-15,mortar,foundry,329,0.32160312805474095
2024-07-15,predator,advancedfoundry,76,0.07429130009775171
2024-07-15,raider,foundry,6,0.005865102639296188
2024-07-15,recall,core,329,0.32160312805474095
2024-07-15,recallhunter,core,231,0.22580645161290322
2024-07-15,recallshocker,foundry,38,0.03714565004887586
2024-07-15,scorpion,core,448,0.43792766373411535
2024-07-15,shocker,foundry,248,0.24242424242424243
2024-07-15,sniper,advancedfoundry,237,0.2316715542521994
2024-07-15,stinger,starforge,101,0.09872922776148582
2024-07-15,swiftshocker,foundry,42,0.04105571847507331
2024-07-15,valkyrie,advancedstarforge,575,0.5620723362658846
2024-07-15,wasp,core,172,0.1681329423264907
